268
0,7,10 27,5,19 32,1,24 47,2,20 56,9,8 65,4,18 69,9,2 78,5,22 83,7,1 106,1,14 107,8,21 119,9,15 128,5,5 133,4,3 137,2,13 139,6,4 145,5,16 150,9,12 179,6,6 185,10,0 197,5,23 202,10,7 220,5,11 225,5,9 230,1,17 
0,7,20 7,2,16 9,7,15 16,4,10 40,4,13 51,3,23 64,9,19 84,10,0 94,3,12 97,8,17 105,8,24 128,5,2 133,2,6 148,4,7 152,6,18 158,10,21 168,4,9 172,1,11 191,6,8 197,4,14 201,2,1 203,4,22 223,3,4 226,3,5 251,7,3 
0,4,3 17,10,19 46,5,23 51,7,22 58,4,20 62,1,7 63,9,21 74,1,1 75,9,10 92,8,14 114,10,2 124,3,11 127,7,8 137,1,16 138,5,24 143,8,0 151,5,4 156,2,17 174,5,6 184,8,12 192,1,15 202,10,5 215,9,9 224,5,13 236,7,18 
19,6,4 25,8,2 33,7,17 51,1,24 52,6,6 58,6,12 64,5,22 72,1,21 73,3,11 105,2,0 107,10,18 117,3,5 120,4,19 124,3,8 127,3,14 130,1,9 131,3,10 172,7,7 198,6,3 204,3,13 207,5,16 212,1,23 213,5,1 218,5,20 246,8,15 
0,4,22 4,6,1 14,9,13 34,10,4 44,3,19 71,8,8 79,1,24 80,4,14 84,3,12 90,9,2 99,4,7 117,9,18 126,4,20 130,8,23 138,7,11 160,1,6 168,1,15 172,1,9 173,4,16 187,5,5 198,10,0 230,4,3 234,7,10 241,7,21 248,2,17 
0,9,11 9,1,7 12,3,22 15,8,2 25,4,12 40,7,9 47,9,14 71,8,3 85,8,16 93,7,5 105,7,17 112,7,19 119,8,0 128,2,23 130,1,6 131,1,13 140,7,18 147,8,20 174,10,8 184,2,4 191,1,1 193,5,15 198,3,10 201,1,24 206,5,21 
7,1,18 32,5,19 39,7,23 46,10,8 56,4,24 60,6,9 66,1,6 78,6,2 84,7,17 91,1,22 92,6,10 108,9,1 117,2,14 136,1,16 137,2,12 164,4,11 168,7,21 175,7,13 187,3,7 192,3,5 206,10,4 216,9,15 225,1,20 250,1,3 251,6,0 
0,9,13 9,1,24 37,1,19 38,2,22 40,3,7 51,6,5 62,4,20 73,6,9 80,10,18 90,4,11 114,2,17 116,10,16 126,1,10 136,2,21 138,2,6 140,3,12 148,4,14 165,9,8 174,7,2 204,3,3 207,2,23 216,3,4 223,4,0 232,2,15 241,2,1 
0,9,4 10,7,7 18,9,23 33,9,24 42,9,5 54,1,10 65,3,15 94,8,0 102,6,1 108,6,2 114,4,6 118,3,17 121,9,22 138,7,16 145,1,19 147,8,8 155,2,21 157,10,9 173,1,20 182,5,13 187,2,14 235,9,3 244,10,11 254,4,12 258,8,18 
0,7,18 7,9,17 16,2,23 18,7,12 26,5,21 43,7,22 50,9,11 79,8,3 87,1,24 88,6,13 100,9,5 109,3,7 112,1,14 113,1,8 124,2,19 131,6,9 165,2,6 172,1,20 181,10,2 196,10,4 208,9,0 225,4,15 241,6,10 247,4,1 251,5,16 
0,4,1 4,6,22 10,3,18 13,3,0 44,8,13 57,8,15 65,6,11 71,7,14 78,7,16 85,2,4 91,5,17 114,9,12 123,3,6 130,6,21 156,10,5 166,6,20 172,7,23 179,8,19 187,4,24 202,9,8 211,4,9 215,5,2 244,6,3 252,9,10 261,7,7 
