268
0,3,14 9,2,9 11,2,16 43,8,17 65,6,8 71,4,13 75,7,0 82,10,5 92,9,23 101,3,24 104,6,10 117,4,1 123,3,12 127,8,11 140,10,6 163,5,15 168,4,4 172,4,18 179,8,7 187,8,22 224,6,3 230,5,21 236,2,19 238,8,2 246,2,20 
0,7,15 7,5,14 22,4,21 34,6,13 40,3,22 43,4,0 57,6,5 66,7,20 73,6,7 80,6,24 87,4,12 93,6,16 131,9,18 140,5,1 145,3,11 148,5,2 165,8,3 173,1,6 182,8,10 190,6,4 196,1,23 223,8,8 231,5,19 236,1,17 237,2,9 
0,2,17 2,7,8 24,3,20 27,2,14 29,7,0 36,10,10 46,1,1 47,6,9 55,7,21 64,2,12 66,4,5 70,5,16 103,4,7 117,4,13 144,3,2 147,8,24 161,4,6 172,4,4 176,6,18 196,6,19 207,8,3 215,1,23 216,4,11 220,6,22 254,3,15 
0,9,7 9,5,13 38,9,20 47,10,15 58,4,22 62,2,19 67,9,6 82,2,0 84,10,9 97,6,12 103,4,18 121,6,17 127,1,23 128,2,21 141,6,8 147,6,1 153,5,2 168,2,11 176,1,4 177,10,16 191,3,24 234,1,3 247,5,10 252,5,14 257,4,5 
7,10,20 17,2,11 31,8,23 39,5,8 44,10,12 54,7,3 61,2,18 79,2,9 81,5,21 90,1,1 107,4,0 111,5,10 130,6,22 142,2,2 144,4,14 155,5,24 175,10,5 185,3,6 188,9,13 197,3,7 200,7,17 219,4,4 223,9,16 234,6,15 240,6,19 
0,10,2 10,5,21 27,4,23 42,9,24 51,3,10 66,7,9 73,7,18 80,5,7 102,3,0 105,9,12 114,7,20 121,3,4 127,9,17 136,9,19 150,10,6 166,8,5 174,3,15 177,6,14 183,8,11 191,6,16 215,9,3 234,8,8 242,6,22 248,4,13 257,6,1 
0,8,19 8,1,10 25,9,4 34,4,6 38,7,11 45,4,16 49,3,2 54,9,23 63,1,18 69,5,15 74,7,17 88,4,24 133,9,5 142,10,9 152,6,22 158,5,7 179,5,3 184,4,21 188,4,20 211,3,8 214,6,12 220,3,0 223,5,14 229,5,13 251,6,1 
0,4,6 4,5,9 11,5,10 44,2,4 54,4,12 58,8,16 66,8,1 84,8,14 92,8,22 101,7,23 124,4,2 128,3,19 138,10,7 148,7,15 155,9,13 166,5,17 174,1,5 175,10,0 190,8,3 198,1,21 214,9,8 223,2,24 225,4,11 229,7,18 236,9,20 
0,2,12 10,2,22 12,3,5 15,1,9 33,5,2 38,8,6 46,2,18 48,5,7 54,5,4 75,9,13 84,5,19 89,2,20 91,10,15 111,2,0 130,9,14 155,10,8 173,6,3 179,3,10 182,1,17 183,8,1 191,3,23 197,4,16 201,5,21 206,6,11 214,8,24 
0,6,21 17,7,20 24,9,7 33,3,14 36,7,18 45,2,11 52,2,4 54,10,0 74,2,23 99,4,2 103,3,9 106,1,6 107,10,13 117,2,22 146,10,5 156,4,10 160,10,12 184,6,3 190,8,17 198,4,8 202,5,19 207,7,24 214,9,16 229,3,15 232,9,1 
9,10,4 19,10,17 29,9,20 38,2,19 40,4,3 47,1,0 50,5,21 55,9,13 69,9,22 100,6,14 106,3,16 126,5,18 131,7,7 140,2,2 152,3,9 155,8,15 163,6,1 169,4,10 173,2,11 175,9,12 195,2,5 216,9,23 225,9,24 242,5,8 247,4,6 
0,4,24 9,2,10 15,7,21 22,10,22 32,8,9 40,7,14 49,1,20 68,1,15 69,10,12 91,5,18 112,2,17 118,5,6 126,10,16 142,4,5 148,9,11 157,8,3 165,1,2 166,6,7 187,9,19 196,2,0 200,4,13 231,3,8 234,10,4 244,3,1 247,2,23 
8,9,19 19,5,11 24,10,13 40,3,17 43,7,21 61,10,3 71,7,4 84,6,2 90,1,18 93,5,7 98,5,20 108,6,23 121,6,1 134,7,8 141,2,0 143,7,22 150,9,16 160,2,24 167,4,6 173,5,9 197,5,5 202,2,12 204,7,14 240,6,15 261,1,10 
0,7,16 10,4,24 14,9,14 23,9,18 46,6,4 58,6,6 64,10,23 85,8,7 93,2,19 100,10,22 110,9,15 119,6,21 133,7,2 140,6,3 157,7,11 164,2,17 169,10,1 185,2,5 187,4,8 197,3,13 200,8,9 208,9,20 217,2,10 220,6,12 227,6,0 
