262
0,7,10 32,5,19 41,1,24 42,2,20 48,9,8 57,4,18 61,9,2 70,5,22 75,7,1 82,1,14 83,8,21 91,9,15 115,5,5 122,4,3 126,2,13 128,6,4 134,5,16 139,9,12 148,6,6 168,10,0 178,5,23 189,10,7 199,5,11 209,5,9 214,1,17 
0,7,20 9,2,16 11,7,15 18,4,10 31,4,13 52,3,23 57,9,19 76,10,0 90,3,12 103,8,17 111,8,24 135,5,2 144,2,6 146,4,7 152,6,18 158,10,21 168,4,9 172,1,11 175,6,8 184,4,14 188,2,1 190,4,22 204,3,4 208,3,5 233,7,3 
0,4,3 22,10,19 47,5,23 56,7,22 63,4,20 67,1,7 68,9,21 82,1,1 83,9,10 92,8,14 100,10,2 121,3,11 126,7,8 133,1,16 134,5,24 139,8,0 151,5,4 156,2,17 168,5,6 173,8,12 195,1,15 198,10,5 214,9,9 223,5,13 228,7,18 
0,6,4 10,8,2 25,7,17 40,1,24 41,6,6 50,6,12 63,5,22 77,1,21 78,3,11 103,2,0 108,10,18 139,3,5 142,4,19 164,3,8 167,3,14 172,1,9 178,3,10 182,7,7 209,6,3 219,3,13 223,5,16 236,1,23 237,5,1 242,5,20 247,8,15 
0,4,22 4,6,1 14,9,13 36,10,4 46,3,19 57,8,8 65,1,24 67,4,14 71,3,12 74,9,2 83,4,7 87,9,18 96,4,20 100,8,23 114,7,11 121,1,6 122,1,15 123,1,9 124,4,16 142,5,5 149,10,0 172,4,3 189,7,10 196,7,21 203,2,17 
0,9,11 9,1,7 12,3,22 23,8,2 31,4,12 35,7,9 43,9,14 61,8,3 74,8,16 94,7,5 111,7,17 118,7,19 125,8,0 133,2,23 143,1,6 150,1,13 158,7,18 165,8,20 181,10,8 202,2,4 204,1,1 205,5,15 214,3,10 217,1,24 218,5,21 
0,1,18 17,5,19 31,7,23 38,10,8 56,4,24 68,6,9 74,1,6 83,6,2 89,7,17 97,1,22 103,6,10 110,9,1 120,2,14 122,1,16 123,2,12 132,4,11 136,7,21 143,7,13 161,3,7 164,3,5 167,10,4 178,9,15 187,1,20 200,1,3 203,6,0 
0,9,13 11,1,24 37,1,19 38,2,22 40,3,7 43,6,5 54,4,20 62,6,9 73,10,18 83,4,11 87,2,17 97,10,16 109,1,10 119,2,21 122,2,6 125,3,12 128,4,14 146,9,8 158,7,2 184,3,3 187,2,23 189,3,4 192,4,0 196,2,15 201,2,1 
6,9,4 15,7,7 38,9,23 47,9,24 56,9,5 65,1,10 66,3,15 92,8,0 100,6,1 119,6,2 125,4,6 129,3,17 133,9,22 142,7,16 161,1,19 167,8,8 175,2,21 178,10,9 188,1,20 189,5,13 194,2,14 215,9,3 224,10,11 234,4,12 238,8,18 
1,7,18 8,9,17 17,2,23 19,7,12 26,5,21 31,7,22 38,9,11 53,8,3 61,1,24 66,6,13 85,9,5 94,3,7 100,1,14 101,1,8 102,2,19 104,6,9 110,2,6 112,1,20 125,10,2 141,10,4 159,9,0 168,4,15 172,6,10 178,4,1 182,5,16 
0,4,1 6,6,22 12,3,18 15,3,0 23,8,13 31,8,15 54,6,11 60,7,14 67,7,16 74,2,4 76,5,17 81,9,12 90,3,6 93,6,21 105,10,5 115,6,20 121,7,23 128,8,19 139,4,24 155,9,8 164,4,9 168,5,2 187,6,3 196,9,10 205,7,7 
0,3,14 3,2,9 7,2,16 17,8,17 25,6,8 51,4,13 55,7,0 65,10,5 82,9,23 91,3,24 97,6,10 106,4,1 117,3,12 124,8,11 133,10,6 143,5,15 156,4,4 165,4,18 171,8,7 179,8,22 194,6,3 203,5,21 208,2,19 210,8,2 218,2,20 
0,7,15 7,5,14 21,4,21 45,6,13 53,3,22 62,4,0 75,6,5 81,7,20 88,6,7 94,6,24 104,4,12 108,6,16 118,9,18 127,5,1 136,3,11 148,5,2 153,8,3 173,1,6 181,8,10 192,6,4 198,1,23 205,8,8 213,5,19 218,1,17 223,2,9 
0,2,17 2,7,8 24,3,20 27,2,14 29,7,0 36,10,10 46,1,1 47,6,9 55,7,21 66,2,12 81,4,5 92,5,16 97,4,7 101,4,13 116,3,2 119,8,24 129,4,6 137,4,4 141,6,18 155,6,19 176,8,3 184,1,23 192,4,11 196,6,22 202,3,15 
