262
0,9,7 9,5,13 27,9,20 39,10,15 49,4,22 53,2,19 58,9,6 86,2,0 88,10,9 98,6,12 104,4,18 118,6,17 128,1,23 129,2,21 140,6,8 146,6,1 153,5,2 160,2,11 162,1,4 165,10,16 176,3,24 193,1,3 205,5,10 214,5,14 219,4,5 
7,10,20 17,2,11 19,8,23 31,5,8 36,10,12 46,7,3 53,2,18 60,2,9 62,5,21 67,1,1 88,4,0 92,5,10 98,6,22 114,2,2 116,4,14 127,5,24 147,10,5 165,3,6 168,9,13 179,3,7 182,7,17 198,4,4 202,9,16 216,6,15 222,6,19 
0,10,2 16,5,21 27,4,23 31,9,24 46,3,10 53,7,9 61,7,18 68,5,7 100,3,0 108,9,12 121,7,20 134,3,4 137,9,17 146,9,19 155,10,6 167,8,5 175,3,15 178,6,14 184,8,11 192,6,16 224,9,3 233,8,8 241,6,22 247,4,13 251,6,1 
0,8,19 9,1,10 25,9,4 34,4,6 47,7,11 58,4,16 70,3,2 73,9,23 83,1,18 84,5,15 96,7,17 103,4,24 120,9,5 129,10,9 142,6,22 150,5,7 161,5,3 168,4,21 173,4,20 191,3,8 194,6,12 200,3,0 209,5,14 214,5,13 220,6,1 
0,4,6 5,5,9 10,5,10 34,2,4 46,4,12 50,8,16 58,8,1 71,8,14 79,8,22 93,7,23 110,4,2 114,3,19 117,10,7 127,7,15 134,9,13 146,5,17 157,1,5 178,10,0 201,8,3 209,1,21 213,9,8 222,2,24 234,4,11 246,7,18 253,9,20 
0,2,12 4,2,22 6,3,5 10,1,9 18,5,2 23,8,6 31,2,18 33,5,7 52,5,4 57,9,13 66,5,19 71,2,20 73,10,15 105,2,0 107,9,14 116,10,8 126,6,3 132,3,10 135,1,17 136,8,1 144,3,23 149,4,16 153,5,21 162,6,11 168,8,24 
0,6,21 17,7,20 24,9,7 33,3,14 36,7,18 60,2,11 62,2,4 66,10,0 91,2,23 95,4,2 99,3,9 102,1,6 105,10,13 115,2,22 129,10,5 139,4,10 148,10,12 166,6,3 172,8,17 198,4,8 202,5,19 207,7,24 214,9,16 223,3,15 226,9,1 
15,10,4 32,10,17 44,9,20 55,2,19 79,4,3 107,1,0 108,5,21 115,9,13 124,9,22 133,6,14 139,3,16 147,5,18 164,7,7 173,2,2 175,3,9 187,8,15 195,6,1 210,4,10 214,2,11 216,9,12 225,2,5 227,9,23 236,9,24 245,5,8 250,4,6 
0,4,24 7,2,10 9,7,21 16,10,22 26,8,9 36,7,14 53,1,20 54,1,15 56,10,12 68,5,18 73,2,17 75,5,6 82,10,16 101,4,5 105,9,11 114,8,3 147,1,2 155,6,7 162,9,19 188,2,0 194,4,13 202,3,8 207,10,4 217,3,1 220,2,23 
8,9,19 19,5,11 35,10,13 45,3,17 48,7,21 69,10,3 79,7,4 89,6,2 96,1,18 101,5,7 106,5,20 111,6,23 119,6,1 133,7,8 147,2,0 149,7,22 156,9,16 165,2,24 174,4,6 188,5,9 193,5,5 200,2,12 202,7,14 210,6,15 217,1,10 
0,7,16 7,4,24 12,9,14 21,9,18 46,6,4 52,6,6 58,10,23 73,8,7 81,2,19 87,10,22 100,9,15 113,6,21 140,7,2 147,6,3 153,7,11 160,2,17 162,10,1 175,2,5 194,4,8 198,3,13 201,8,9 209,9,20 218,2,10 225,6,12 231,6,0 
