267
0,2,17 2,7,8 24,3,20 27,2,14 29,7,0 46,10,10 56,1,1 72,6,9 78,7,21 87,2,12 99,4,5 109,5,16 114,4,7 127,4,13 143,3,2 146,8,24 159,4,6 163,4,4 167,6,18 184,6,19 211,8,3 219,1,23 220,4,11 224,6,22 230,3,15 
0,9,7 9,5,13 36,9,20 45,10,15 55,4,22 59,2,19 61,9,6 89,2,0 91,10,9 101,6,12 116,4,18 125,6,17 131,1,23 138,2,21 140,6,8 146,6,1 156,5,2 168,2,11 170,1,4 171,10,16 181,3,24 241,1,3 242,5,10 247,5,14 252,4,5 
7,10,20 17,2,11 19,8,23 27,5,8 32,10,12 44,7,3 51,2,18 64,2,9 66,5,21 71,1,1 106,4,0 110,5,10 115,6,22 139,2,2 141,4,14 154,5,24 169,10,5 179,3,6 182,9,13 191,3,7 196,7,17 220,4,4 224,9,16 233,6,15 239,6,19 
0,10,2 10,5,21 27,4,23 34,9,24 43,3,10 51,7,9 58,7,18 65,5,7 101,3,0 107,9,12 116,7,20 123,3,4 131,9,17 140,9,19 149,10,6 161,8,5 169,3,15 172,6,14 178,8,11 186,6,16 219,9,3 228,8,8 236,6,22 242,4,13 252,6,1 
0,8,19 8,1,10 25,9,4 34,4,6 38,7,11 45,4,16 49,3,2 68,9,23 83,1,18 84,5,15 108,7,17 115,4,24 119,9,5 128,10,9 138,6,22 144,5,7 149,5,3 160,4,21 165,4,20 193,3,8 201,6,12 221,3,0 224,5,14 229,5,13 234,6,1 
0,4,6 5,5,9 11,5,10 44,2,4 46,4,12 50,8,16 58,8,1 66,8,14 87,8,22 103,7,23 123,4,2 127,3,19 130,10,7 140,7,15 147,9,13 156,5,17 179,1,5 180,10,0 194,8,3 202,1,21 209,9,8 218,2,24 224,4,11 228,7,18 235,9,20 
0,2,12 4,2,22 6,3,5 10,1,9 26,5,2 44,8,6 53,2,18 55,5,7 68,5,4 73,9,13 82,5,19 87,2,20 89,10,15 110,2,0 129,9,14 146,10,8 168,6,3 174,3,10 177,1,17 179,8,1 187,3,23 192,4,16 196,5,21 201,6,11 207,8,24 
0,6,21 17,7,20 32,9,7 41,3,14 44,7,18 51,2,11 53,2,4 91,10,0 101,2,23 109,4,2 113,3,9 116,1,6 117,10,13 134,2,22 151,10,5 161,4,10 165,10,12 182,6,3 188,8,17 205,4,8 209,5,19 220,7,24 233,9,16 245,3,15 258,9,1 
6,10,4 16,10,17 27,9,20 38,2,19 40,4,3 44,1,0 51,5,21 64,9,13 73,9,22 89,6,14 96,3,16 99,5,18 107,7,7 141,2,2 143,3,9 152,8,15 160,6,1 166,4,10 170,2,11 184,9,12 193,2,5 209,9,23 227,9,24 239,5,8 244,4,6 
0,4,24 9,2,10 19,7,21 26,10,22 36,8,9 44,7,14 55,1,20 63,1,15 64,10,12 89,5,18 120,2,17 122,5,6 127,10,16 137,4,5 151,9,11 160,8,3 168,1,2 169,6,7 175,9,19 200,2,0 202,4,13 236,3,8 239,10,4 249,3,1 252,2,23 
8,9,19 19,5,11 24,10,13 41,3,17 44,7,21 51,10,3 61,7,4 82,6,2 88,1,18 89,5,7 94,5,20 110,6,23 117,6,1 133,7,8 140,2,0 144,7,22 151,9,16 160,2,24 163,4,6 176,5,9 195,5,5 207,2,12 209,7,14 239,6,15 247,1,10 
0,7,16 10,4,24 14,9,14 23,9,18 46,6,4 52,6,6 58,10,23 70,8,7 78,2,19 102,10,22 112,9,15 121,6,21 132,7,2 139,6,3 160,7,11 167,2,17 169,10,1 180,2,5 189,4,8 197,3,13 209,8,9 217,9,20 226,2,10 228,6,12 234,6,0 
