265
0,7,10 32,5,19 37,1,24 45,2,20 56,9,8 65,4,18 69,9,2 78,5,22 91,7,1 110,1,14 111,8,21 123,9,15 132,5,5 137,4,3 141,2,13 143,6,4 162,5,16 183,9,12 192,6,6 198,10,0 208,5,23 213,10,7 225,5,11 230,5,9 236,1,17 
10,7,20 17,2,16 19,7,15 26,4,10 39,4,13 54,3,23 61,9,19 85,10,0 95,3,12 98,8,17 106,8,24 124,5,2 129,2,6 144,4,7 148,6,18 154,10,21 164,4,9 174,1,11 183,6,8 189,4,14 193,2,1 195,4,22 218,3,4 221,3,5 250,7,3 
0,4,3 22,10,19 32,5,23 37,7,22 47,4,20 51,1,7 59,9,21 68,1,1 73,9,10 102,8,14 110,10,2 120,3,11 123,7,8 145,1,16 146,5,24 151,8,0 159,5,4 167,2,17 170,5,6 192,8,12 200,1,15 211,10,5 221,9,9 230,5,13 235,7,18 
10,6,4 16,8,2 29,7,17 36,1,24 38,6,6 60,6,12 66,5,22 71,1,21 81,3,11 100,2,0 102,10,18 112,3,5 115,4,19 119,3,8 122,3,14 140,1,9 141,3,10 153,7,7 197,6,3 203,3,13 206,5,16 213,1,23 214,5,1 221,5,20 251,8,15 
0,4,22 4,6,1 24,9,13 36,10,4 46,3,19 65,8,8 73,1,24 74,4,14 78,3,12 90,9,2 99,4,7 119,9,18 128,4,20 132,8,23 140,7,11 165,1,6 168,1,15 169,1,9 170,4,16 190,5,5 208,10,0 230,4,3 237,7,10 244,7,21 251,2,17 
0,9,11 9,1,7 12,3,22 24,8,2 38,4,12 57,7,9 64,9,14 77,8,3 85,8,16 93,7,5 111,7,17 127,7,19 134,8,0 142,2,23 144,1,6 153,1,13 154,7,18 165,8,20 173,10,8 183,2,4 191,1,1 192,5,15 197,3,10 200,1,24 201,5,21 
7,1,18 17,5,19 22,7,23 29,10,8 39,4,24 44,6,9 58,1,6 61,6,2 67,7,17 74,1,22 82,6,10 107,9,1 116,2,14 118,1,16 131,2,12 168,4,11 172,7,21 179,7,13 186,3,7 195,3,5 201,10,4 211,9,15 220,1,20 249,1,3 250,6,0 
0,9,13 9,1,24 37,1,19 44,2,22 46,3,7 49,6,5 55,4,20 73,6,9 79,10,18 89,4,11 93,2,17 125,10,16 135,1,10 140,2,21 142,2,6 144,3,12 147,4,14 162,9,8 183,7,2 203,3,3 206,2,23 215,3,4 230,4,0 240,2,15 263,2,1 
16,9,4 25,7,7 45,9,23 54,9,24 63,9,5 72,1,10 73,3,15 77,8,0 85,6,1 99,6,2 105,4,6 118,3,17 121,9,22 146,7,16 153,1,19 154,8,8 164,2,21 170,10,9 180,1,20 186,5,13 193,2,14 234,9,3 243,10,11 253,4,12 257,8,18 
0,7,18 20,9,17 29,2,23 31,7,12 38,5,21 59,7,22 66,9,11 85,8,3 93,1,24 94,6,13 100,9,5 109,3,7 112,1,14 113,1,8 119,2,19 134,6,9 140,2,6 142,1,20 173,10,2 185,10,4 218,9,0 227,4,15 231,6,10 237,4,1 241,5,16 
0,4,1 4,6,22 10,3,18 13,3,0 43,8,13 55,8,15 75,6,11 81,7,14 93,7,16 100,2,4 106,5,17 119,9,12 131,3,6 134,6,21 149,10,5 159,6,20 165,7,23 172,8,19 180,4,24 201,9,8 211,4,9 215,5,2 243,6,3 249,9,10 258,7,7 
0,3,14 3,2,9 7,2,16 36,8,17 50,6,8 56,4,13 60,7,0 72,10,5 82,9,23 94,3,24 97,6,10 103,4,1 128,3,12 131,8,11 145,10,6 155,5,15 164,4,4 168,4,18 173,8,7 181,8,22 214,6,3 220,5,21 225,2,19 227,8,2 235,2,20 
0,7,15 7,5,14 15,4,21 33,6,13 46,3,22 49,4,0 55,6,5 61,7,20 81,6,7 87,6,24 115,4,12 119,6,16 133,9,18 142,5,1 165,3,11 168,5,2 173,8,3 181,1,6 187,8,10 195,6,4 201,1,23 222,8,8 230,5,19 235,1,17 236,2,9 
0,2,17 2,7,8 33,3,20 36,2,14 38,7,0 45,10,10 55,1,1 64,6,9 72,7,21 81,2,12 83,4,5 105,5,16 112,4,7 116,4,13 138,3,2 151,8,24 166,4,6 170,4,4 174,6,18 189,6,19 206,8,3 214,1,23 215,4,11 219,6,22 248,3,15 
0,9,7 9,5,13 36,9,20 45,10,15 55,4,22 59,2,19 61,9,6 95,2,0 97,10,9 109,6,12 115,4,18 121,6,17 127,1,23 129,2,21 137,6,8 147,6,1 153,5,2 172,2,11 174,1,4 175,10,16 185,3,24 229,1,3 244,5,10 249,5,14 254,4,5 
0,10,20 14,2,11 37,8,23 45,5,8 50,10,12 60,7,3 69,2,18 71,2,9 79,5,21 84,1,1 102,4,0 106,5,10 114,6,22 136,2,2 138,4,14 159,5,24 178,10,5 188,3,6 191,9,13 200,3,7 203,7,17 211,4,4 215,9,16 231,6,15 237,6,19 
0,10,2 10,5,21 15,4,23 19,9,24 30,3,10 50,7,9 57,7,18 76,5,7 97,3,0 100,9,12 109,7,20 116,3,4 127,9,17 136,9,19 155,10,6 169,8,5 177,3,15 180,6,14 189,8,11 197,6,16 220,9,3 230,8,8 238,6,22 244,4,13 248,6,1 
9,8,19 17,1,10 25,9,4 34,4,6 38,7,11 54,4,16 58,3,2 68,9,23 77,1,18 78,5,15 83,7,17 97,4,24 115,9,5 124,10,9 134,6,22 148,5,7 153,5,3 166,4,21 173,4,20 194,3,8 209,6,12 227,3,0 230,5,14 235,5,13 241,6,1 
0,4,6 5,5,9 10,5,10 34,2,4 42,4,12 46,8,16 56,8,1 88,8,14 96,8,22 104,7,23 120,4,2 124,3,19 127,10,7 137,7,15 144,9,13 153,5,17 177,1,5 178,10,0 189,8,3 197,1,21 210,9,8 219,2,24 221,4,11 225,7,18 237,9,20 
0,2,12 10,2,22 12,3,5 15,1,9 32,5,2 44,8,6 52,2,18 54,5,7 59,5,4 69,9,13 78,5,19 83,2,20 85,10,15 106,2,0 125,9,14 143,10,8 166,6,3 173,3,10 176,1,17 183,8,1 191,3,23 211,4,16 215,5,21 230,6,11 236,8,24 
0,6,21 17,7,20 32,9,7 41,3,14 44,7,18 51,2,11 53,2,4 67,10,0 77,2,23 79,4,2 83,3,9 86,1,6 100,10,13 130,2,22 159,10,5 169,4,10 173,10,12 183,6,3 189,8,17 197,4,8 201,5,19 206,7,24 224,9,16 237,3,15 254,9,1 
0,10,4 10,10,17 24,9,20 38,2,19 40,4,3 45,1,0 54,5,21 60,9,13 83,9,22 96,6,14 102,3,16 128,5,18 137,7,7 144,2,2 146,3,9 160,8,15 177,6,1 183,4,10 187,2,11 200,9,12 209,2,5 215,9,23 224,9,24 238,5,8 243,4,6 
0,4,24 7,2,10 19,7,21 26,10,22 36,8,9 44,7,14 51,1,20 63,1,15 66,10,12 91,5,18 96,2,17 98,5,6 135,10,16 145,4,5 149,9,11 158,8,3 166,1,2 167,6,7 180,9,19 189,2,0 206,4,13 219,3,8 222,10,4 232,3,1 235,2,23 
0,9,19 9,5,11 14,10,13 44,3,17 47,7,21 67,10,3 77,7,4 84,6,2 90,1,18 91,5,7 96,5,20 111,6,23 117,6,1 130,7,8 142,2,0 144,7,22 153,9,16 164,2,24 175,4,6 180,5,9 198,5,5 215,2,12 217,7,14 242,6,15 258,1,10 
0,7,16 10,4,24 14,9,14 23,9,18 46,6,4 52,6,6 58,10,23 68,8,7 76,2,19 104,10,22 114,9,15 123,6,21 129,7,2 141,6,3 158,7,11 165,2,17 167,10,1 188,2,5 190,4,8 200,3,13 203,8,9 211,9,20 220,2,10 222,6,12 234,6,0 
