Order | Job | Op | Time(s)
  733 |   5 |  5 | 0.00000000
  734 |  13 |  5 | 0.00000000
  735 |  14 |  3 | 0.00000000
  736 |  15 |  4 | 0.00000000
  737 |  18 |  4 | 0.00000000
  738 |  20 |  4 | 0.00000000
  739 |   0 |  2 | 0.00000000
  740 |   6 |  3 | 0.00000000
  741 |   7 |  3 | 0.00000000
  742 |   9 |  6 | 0.00000000
  743 |  17 |  4 | 0.00000000
  744 |  19 |  8 | 0.00000000
  745 |  10 |  6 | 0.00000000
  746 |   7 |  4 | 0.00000000
  747 |  16 |  4 | 0.00000000
  748 |   3 |  4 | 0.00000000
  749 |   0 |  3 | 0.00000000
  750 |   5 |  6 | 0.00000000
  751 |  21 |  2 | 0.00000000
  752 |   7 |  5 | 0.00000000
  753 |  20 |  5 | 0.00000000
  754 |  22 |  6 | 0.00000000
  755 |   0 |  4 | 0.00000000
  756 |  23 |  3 | 0.00000000
  757 |   4 |  4 | 0.00000000
  758 |  13 |  6 | 0.00000000
  759 |  15 |  5 | 0.00000000
  760 |   3 |  5 | 0.00000000
  761 |   8 |  3 | 0.00000000
  762 |   9 |  7 | 0.00000000
  763 |  13 |  7 | 0.00000000
  764 |   6 |  4 | 0.00000000
  765 |  23 |  4 | 0.00000000
  766 |   4 |  5 | 0.00000000
  767 |   7 |  6 | 0.00000000
  768 |  14 |  4 | 0.00000000
  769 |  16 |  5 | 0.00000000
  770 |  18 |  5 | 0.00000000
  771 |  12 |  4 | 0.00000000
  772 |   2 |  3 | 0.00000000
  773 |   5 |  7 | 0.00000000
  774 |  24 |  5 | 0.00000000
  775 |  13 |  8 | 0.00000000
  776 |  14 |  5 | 0.00000000
  777 |  15 |  6 | 0.00000000
  778 |  21 |  3 | 0.00000000
  779 |  17 |  5 | 0.00000000
  780 |  22 |  7 | 0.00000000
  781 |   1 |  6 | 0.00000000
  782 |  11 |  6 | 0.00000000
  783 |  14 |  6 | 0.00000000
  784 |  15 |  7 | 0.00000000
  785 |  22 |  8 | 0.00000000
  786 |  23 |  5 | 0.00000000
  787 |   3 |  6 | 0.00000000
  788 |   8 |  4 | 0.00000000
  789 |  12 |  5 | 0.00000000
  790 |   0 |  5 | 0.00000000
  791 |  19 |  9 | 0.00000000
  792 |  21 |  4 | 0.00000000
  793 |   7 |  7 | 0.00000000
  794 |  18 |  6 | 0.00000000
  795 |  24 |  6 | 0.00000000
  796 |   6 |  5 | 0.00000000
  797 |  10 |  7 | 0.00000000
  798 |  16 |  6 | 0.00000000
  799 |   0 |  6 | 0.00000000
  800 |   9 |  8 | 0.00000000
  801 |   9 |  9 | 0.00000000
  802 |  11 |  7 | 0.00000000
  803 |  13 |  9 | 0.00000000
  804 |  15 |  8 | 0.00000000
  805 |  17 |  6 | 0.00000000
  806 |  20 |  6 | 0.00000000
  807 |   2 |  4 | 0.00000000
  808 |  20 |  7 | 0.00000000
  809 |   4 |  6 | 0.00000000
  810 |   8 |  5 | 0.00000000
  811 |   1 |  7 | 0.00000000
  812 |   4 |  7 | 0.00000000
  813 |   8 |  6 | 0.00000000
  814 |  12 |  6 | 0.00000000
  815 |  18 |  7 | 0.00000000
  816 |  19 | 10 | 0.00000000
  817 |  22 |  9 | 0.00000000
  818 |   2 |  5 | 0.00000000
  819 |  10 |  8 | 0.00000000
  820 |  14 |  7 | 0.00000000
  821 |  15 |  9 | 0.00000000
  822 |   2 |  6 | 0.00000000
  823 |   3 |  7 | 0.00000000
  824 |   7 |  8 | 0.00000000
  825 |  13 | 10 | 0.00000000
  826 |  15 | 10 | 0.00000000
  827 |  16 |  7 | 0.00000000
  828 |  24 |  7 | 0.00000000
  829 |   5 |  8 | 0.00000000
  830 |   8 |  7 | 0.00000000
  831 |   0 |  7 | 0.00000000
  832 |   4 |  8 | 0.00000000
  833 |  19 | 11 | 0.00000000
  834 |   9 | 10 | 0.00000000
  835 |  16 |  8 | 0.00000000
  836 |  17 |  7 | 0.00000000
  837 |  19 | 12 | 0.00000000
  838 |  22 | 10 | 0.00000000
  839 |   4 |  9 | 0.00000000
  840 |   6 |  6 | 0.00000000
  841 |  10 |  9 | 0.00000000
  842 |   0 |  8 | 0.00000000
  843 |   6 |  7 | 0.00000000
  844 |  11 |  8 | 0.00000000
  845 |  22 | 11 | 0.00000000
  846 |  10 | 10 | 0.00000000
  847 |  20 |  8 | 0.00000000
  848 |   2 |  7 | 0.00000000
  849 |   3 |  8 | 0.00000000
  850 |  18 |  8 | 0.00000000
  851 |  23 |  6 | 0.00000000
  852 |  22 | 12 | 0.00000000
  853 |   3 |  9 | 0.00000000
  854 |  10 | 11 | 0.00000000
  855 |  12 |  7 | 0.00000000
  856 |  24 |  8 | 0.00000000
  857 |   0 |  9 | 0.00000000
  858 |   5 |  9 | 0.00000000
  859 |  17 |  8 | 0.00000000
  860 |   0 | 10 | 0.00000000
  861 |   2 |  8 | 0.00000000
  862 |   4 | 10 | 0.00000000
  863 |   7 |  9 | 0.00000000
  864 |  19 | 13 | 0.00000000
  865 |  21 |  5 | 0.00000000
  866 |  24 |  9 | 0.00000000
  867 |  17 |  9 | 0.00000000
  868 |  13 | 11 | 0.00000000
  869 |   1 |  8 | 0.00000000
  870 |  23 |  7 | 0.00000000
  871 |   4 | 11 | 0.00000000
  872 |   7 | 10 | 0.00000000
  873 |  18 |  9 | 0.00000000
  874 |  12 |  8 | 0.00000000
  875 |  14 |  8 | 0.00000000
  876 |   6 |  8 | 0.00000000
  877 |   7 | 11 | 0.00000000
  878 |  17 | 10 | 0.00000000
  879 |  10 | 12 | 0.00000000
  880 |   0 | 11 | 0.00000000
  881 |  11 |  9 | 0.00000000
  882 |   2 |  9 | 0.00000000
  883 |  15 | 11 | 0.00000000
  884 |  22 | 13 | 0.00000000
  885 |   1 |  9 | 0.00000000
  886 |  10 | 13 | 0.00000000
  887 |  20 |  9 | 0.00000000
  888 |   9 | 11 | 0.00000000
  889 |  11 | 10 | 0.00000000
  890 |  12 |  9 | 0.00000000
  891 |  23 |  8 | 0.00000000
  892 |   4 | 12 | 0.00000000
  893 |   6 |  9 | 0.00000000
  894 |   9 | 12 | 0.00000000
  895 |  13 | 12 | 0.00000000
  896 |  15 | 12 | 0.00000000
  897 |  23 |  9 | 0.00000000
  898 |  24 | 10 | 0.00000000
  899 |   6 | 10 | 0.00000000
  900 |  14 |  9 | 0.00000000
  901 |  10 | 14 | 0.00000000
  902 |  20 | 10 | 0.00000000
  903 |   0 | 12 | 0.00000000
  904 |   2 | 10 | 0.00000000
  905 |   4 | 13 | 0.00000000
  906 |   8 |  8 | 0.00000000
  907 |  12 | 10 | 0.00000000
  908 |  18 | 10 | 0.00000000
  909 |   5 | 10 | 0.00000000
  910 |   9 | 13 | 0.00000000
  911 |  13 | 13 | 0.00000000
  912 |   9 | 14 | 0.00000000
  913 |  20 | 11 | 0.00000000
  914 |  11 | 11 | 0.00000000
  915 |  16 |  9 | 0.00000000
  916 |  17 | 11 | 0.00000000
  917 |  20 | 12 | 0.00000000
  918 |   9 | 15 | 0.00000000
  919 |  14 | 10 | 0.00000000
  920 |  15 | 13 | 0.00000000
  921 |   3 | 10 | 0.00000000
  922 |  13 | 14 | 0.00000000
  923 |  22 | 14 | 0.00000000
  924 |   8 |  9 | 0.00000000
  925 |  23 | 10 | 0.00000000
  926 |   7 | 12 | 0.00000000
  927 |  17 | 12 | 0.00000000
  928 |  19 | 14 | 0.00000000
  929 |   4 | 14 | 0.00000000
  930 |  12 | 11 | 0.00000000
  931 |  14 | 11 | 0.00000000
  932 |  21 |  6 | 0.00000000
  933 |   6 | 11 | 0.00000000
  934 |  24 | 11 | 0.00000000
  935 |   2 | 11 | 0.00000000
  936 |   7 | 13 | 0.00000000
  937 |   9 | 16 | 0.00000000
  938 |  11 | 12 | 0.00000000
  939 |   1 | 10 | 0.00000000
  940 |  23 | 11 | 0.00000000
  941 |   9 | 17 | 0.00000000
  942 |   9 | 18 | 0.00000000
  943 |  21 |  7 | 0.00000000
  944 |  12 | 12 | 0.00000000
  945 |  18 | 11 | 0.00000000
  946 |  22 | 15 | 0.00000000
  947 |  10 | 15 | 0.00000000
  948 |  20 | 13 | 0.00000000
  949 |  15 | 14 | 0.00000000
  950 |  19 | 15 | 0.00000000
  951 |  16 | 10 | 0.00000000
  952 |  18 | 12 | 0.00000000
  953 |  20 | 14 | 0.00000000
  954 |  23 | 12 | 0.00000000
  955 |   3 | 11 | 0.00000000
  956 |   5 | 11 | 0.00000000
  957 |   1 | 11 | 0.00000000
  958 |   6 | 12 | 0.00000000
  959 |  13 | 15 | 0.00000000
  960 |  24 | 12 | 0.00000000
  961 |   0 | 13 | 0.00000000
  962 |  11 | 13 | 0.00000000
  963 |  15 | 15 | 0.00000000
  964 |   4 | 15 | 0.00000000
  965 |   7 | 14 | 0.00000000
  966 |  10 | 16 | 0.00000000
  967 |   4 | 16 | 0.00000000
  968 |   6 | 13 | 0.00000000
  969 |  22 | 16 | 0.00000000
  970 |   4 | 17 | 0.00000000
  971 |   6 | 14 | 0.00000000
  972 |   2 | 12 | 0.00000000
  973 |   4 | 18 | 0.00000000
  974 |   7 | 15 | 0.00000000
  975 |  14 | 12 | 0.00000000
  976 |  21 |  8 | 0.00000000
  977 |   5 | 12 | 0.00000000
  978 |   6 | 15 | 0.00000000
  979 |   8 | 10 | 0.00000000
  980 |  23 | 13 | 0.00000000
  981 |   0 | 14 | 0.00000000
  982 |  19 | 16 | 0.00000000
  983 |  12 | 13 | 0.00000000
  984 |  13 | 16 | 0.00000000
  985 |  18 | 13 | 0.00000000
  986 |   0 | 15 | 0.00000000
  987 |   4 | 19 | 0.00000000
  988 |   7 | 16 | 0.00000000
  989 |  10 | 17 | 0.00000000
  990 |  16 | 11 | 0.00000000
  991 |   8 | 11 | 0.00000000
  992 |  14 | 13 | 0.00000000
  993 |  17 | 13 | 0.00000000
  994 |  14 | 14 | 0.00000000
  995 |   7 | 17 | 0.00000000
  996 |   8 | 12 | 0.00000000
  997 |  11 | 14 | 0.00000000
  998 |  12 | 14 | 0.00000000
  999 |  15 | 16 | 0.00000000
 1000 |  19 | 17 | 0.00000000
 1001 |   2 | 13 | 0.00000000
 1002 |   5 | 13 | 0.00000000
 1003 |  13 | 17 | 0.00000000
 1004 |  21 |  9 | 0.00000000
 1005 |   0 | 16 | 0.00000000
 1006 |   2 | 14 | 0.00000000
 1007 |  18 | 14 | 0.00000000
 1008 |   5 | 14 | 0.00000000
 1009 |   9 | 19 | 0.00000000
 1010 |  19 | 18 | 0.00000000
 1011 |   6 | 16 | 0.00000000
 1012 |  10 | 18 | 0.00000000
 1013 |  19 | 19 | 0.00000000
 1014 |  16 | 12 | 0.00000000
 1015 |   0 | 17 | 0.00000000
 1016 |   2 | 15 | 0.00000000
 1017 |  12 | 15 | 0.00000000
 1018 |  17 | 14 | 0.00000000
 1019 |  20 | 15 | 0.00000000
 1020 |  21 | 10 | 0.00000000
 1021 |   1 | 12 | 0.00000000
 1022 |  23 | 14 | 0.00000000
 1023 |  13 | 18 | 0.00000000
 1024 |   3 | 12 | 0.00000000
 1025 |   8 | 13 | 0.00000000
 1026 |  21 | 11 | 0.00000000
 1027 |   6 | 17 | 0.00000000
 1028 |  10 | 19 | 0.00000000
 1029 |  11 | 15 | 0.00000000
 1030 |  18 | 15 | 0.00000000
 1031 |  20 | 16 | 0.00000000
 1032 |   5 | 15 | 0.00000000
 1033 |  19 | 20 | 0.00000000
 1034 |   1 | 13 | 0.00000000
 1035 |   3 | 13 | 0.00000000
 1036 |  14 | 15 | 0.00000000
 1037 |  16 | 13 | 0.00000000
 1038 |   2 | 16 | 0.00000000
 1039 |   4 | 20 | 0.00000000
 1040 |  13 | 19 | 0.00000000
 1041 |  19 | 21 | 0.00000000
 1042 |  24 | 13 | 0.00000000
 1043 |   0 | 18 | 0.00000000
 1044 |  11 | 16 | 0.00000000
 1045 |  17 | 15 | 0.00000000
 1046 |  22 | 17 | 0.00000000
 1047 |   8 | 14 | 0.00000000
 1048 |  23 | 15 | 0.00000000
 1049 |   1 | 14 | 0.00000000
 1050 |   6 | 18 | 0.00000000
 1051 |   5 | 16 | 0.00000000
 1052 |   9 | 20 | 0.00000000
 1053 |  18 | 16 | 0.00000000
 1054 |  14 | 16 | 0.00000000
 1055 |  21 | 12 | 0.00000000
 1056 |  12 | 16 | 0.00000000
 1057 |  19 | 22 | 0.00000000
 1058 |  24 | 14 | 0.00000000
 1059 |   0 | 19 | 0.00000000
 1060 |   7 | 18 | 0.00000000
 1061 |  16 | 14 | 0.00000000
 1062 |  17 | 16 | 0.00000000
 1063 |   2 | 17 | 0.00000000
 1064 |  23 | 16 | 0.00000000
 1065 |  15 | 17 | 0.00000000
 1066 |   1 | 15 | 0.00000000
 1067 |   2 | 18 | 0.00000000
 1068 |  14 | 17 | 0.00000000
 1069 |  18 | 17 | 0.00000000
 1070 |  19 | 23 | 0.00000000
 1071 |  20 | 17 | 0.00000000
 1072 |   4 | 21 | 0.00000000
 1073 |  11 | 17 | 0.00000000
 1074 |  24 | 15 | 0.00000000
 1075 |  12 | 17 | 0.00000000
 1076 |  13 | 20 | 0.00000000
 1077 |  22 | 18 | 0.00000000
 1078 |   8 | 15 | 0.00000000
 1079 |  14 | 18 | 0.00000000
 1080 |  24 | 16 | 0.00000000
 1081 |  14 | 19 | 0.00000000
 1082 |   6 | 19 | 0.00000000
 1083 |  10 | 20 | 0.00000000
 1084 |   5 | 17 | 0.00000000
 1085 |   7 | 19 | 0.00000000
 1086 |  16 | 15 | 0.00000000
 1087 |  23 | 17 | 0.00000000
 1088 |  17 | 17 | 0.00000000
 1089 |   3 | 14 | 0.00000000
 1090 |   6 | 20 | 0.00000000
 1091 |  23 | 18 | 0.00000000
 1092 |   1 | 16 | 0.00000000
 1093 |   9 | 21 | 0.00000000
 1094 |  10 | 21 | 0.00000000
 1095 |  15 | 18 | 0.00000000
 1096 |  19 | 24 | 0.00000000
 1097 |  11 | 18 | 0.00000000
 1098 |   3 | 15 | 0.00000000
 1099 |  21 | 13 | 0.00000000
 1100 |  22 | 19 | 0.00000000
 1101 |   1 | 17 | 0.00000000
 1102 |   9 | 22 | 0.00000000
 1103 |  17 | 18 | 0.00000000
 1104 |  20 | 18 | 0.00000000
 1105 |  24 | 17 | 0.00000000
 1106 |   1 | 18 | 0.00000000
 1107 |   2 | 19 | 0.00000000
 1108 |   3 | 16 | 0.00000000
 1109 |   5 | 18 | 0.00000000
 1110 |  10 | 22 | 0.00000000
 1111 |  12 | 18 | 0.00000000
 1112 |   8 | 16 | 0.00000000
 1113 |  14 | 20 | 0.00000000
 1114 |  16 | 16 | 0.00000000
 1115 |  21 | 14 | 0.00000000
 1116 |   4 | 22 | 0.00000000
 1117 |   6 | 21 | 0.00000000
 1118 |   8 | 17 | 0.00000000
 1119 |  15 | 19 | 0.00000000
 1120 |  17 | 19 | 0.00000000
 1121 |  24 | 18 | 0.00000000
 1122 |   0 | 20 | 0.00000000
 1123 |   9 | 23 | 0.00000000
 1124 |  16 | 17 | 0.00000000
 1125 |  21 | 15 | 0.00000000
 1126 |  23 | 19 | 0.00000000
 1127 |  11 | 19 | 0.00000000
 1128 |  14 | 21 | 0.00000000
 1129 |  20 | 19 | 0.00000000
 1130 |   1 | 19 | 0.00000000
 1131 |   2 | 20 | 0.00000000
 1132 |   3 | 17 | 0.00000000
 1133 |   9 | 24 | 0.00000000
 1134 |  15 | 20 | 0.00000000
 1135 |   0 | 21 | 0.00000000
 1136 |  13 | 21 | 0.00000000
 1137 |  16 | 18 | 0.00000000
 1138 |  13 | 22 | 0.00000000
 1139 |   6 | 22 | 0.00000000
 1140 |   7 | 20 | 0.00000000
 1141 |  11 | 20 | 0.00000000
 1142 |   1 | 20 | 0.00000000
 1143 |   6 | 23 | 0.00000000
 1144 |   8 | 18 | 0.00000000
 1145 |  18 | 18 | 0.00000000
 1146 |   3 | 18 | 0.00000000
 1147 |   7 | 21 | 0.00000000
 1148 |   8 | 19 | 0.00000000
 1149 |  12 | 19 | 0.00000000
 1150 |  15 | 21 | 0.00000000
 1151 |   1 | 21 | 0.00000000
 1152 |  22 | 20 | 0.00000000
 1153 |   5 | 19 | 0.00000000
 1154 |   7 | 22 | 0.00000000
 1155 |  16 | 19 | 0.00000000
 1156 |  10 | 23 | 0.00000000
 1157 |  23 | 20 | 0.00000000
 1158 |   1 | 22 | 0.00000000
 1159 |   8 | 20 | 0.00000000
 1160 |  14 | 22 | 0.00000000
 1161 |  17 | 20 | 0.00000000
 1162 |  21 | 16 | 0.00000000
 1163 |   2 | 21 | 0.00000000
 1164 |   4 | 23 | 0.00000000
 1165 |   7 | 23 | 0.00000000
 1166 |   8 | 21 | 0.00000000
 1167 |  13 | 23 | 0.00000000
 1168 |   7 | 24 | 0.00000000
 1169 |  12 | 20 | 0.00000000
 1170 |  16 | 20 | 0.00000000
 1171 |  22 | 21 | 0.00000000
 1172 |  23 | 21 | 0.00000000
 1173 |  24 | 19 | 0.00000000
 1174 |   0 | 22 | 0.00000000
 1175 |  12 | 21 | 0.00000000
 1176 |  11 | 21 | 0.00000000
 1177 |  17 | 21 | 0.00000000
 1178 |   6 | 24 | 0.00000000
 1179 |  21 | 17 | 0.00000000
 1180 |  24 | 20 | 0.00000000
 1181 |  13 | 24 | 0.00000000
 1182 |  15 | 22 | 0.00000000
 1183 |  20 | 20 | 0.00000000
 1184 |  23 | 22 | 0.00000000
 1185 |   4 | 24 | 0.00000000
 1186 |  17 | 22 | 0.00000000
 1187 |   0 | 23 | 0.00000000
 1188 |   5 | 20 | 0.00000000
 1189 |   5 | 21 | 0.00000000
 1190 |  10 | 24 | 0.00000000
 1191 |  22 | 22 | 0.00000000
 1192 |   1 | 23 | 0.00000000
 1193 |  20 | 21 | 0.00000000
 1194 |   2 | 22 | 0.00000000
 1195 |  11 | 22 | 0.00000000
 1196 |  18 | 19 | 0.00000000
 1197 |  23 | 23 | 0.00000000
 1198 |  24 | 21 | 0.00000000
 1199 |   5 | 22 | 0.00000000
 1200 |  11 | 23 | 0.00000000
 1201 |  14 | 23 | 0.00000000
 1202 |  18 | 20 | 0.00000000
 1203 |   1 | 24 | 0.00000000
 1204 |  15 | 23 | 0.00000000
 1205 |  12 | 22 | 0.00000000
 1206 |   0 | 24 | 0.00000000
 1207 |  17 | 23 | 0.00000000
 1208 |  20 | 22 | 0.00000000
 1209 |  21 | 18 | 0.00000000
 1210 |   3 | 19 | 0.00000000
 1211 |  21 | 19 | 0.00000000
 1212 |  23 | 24 | 0.00000000
 1213 |   5 | 23 | 0.00000000
 1214 |  22 | 23 | 0.00000000
 1215 |   5 | 24 | 0.00000000
 1216 |  11 | 24 | 0.00000000
 1217 |  12 | 23 | 0.00000000
 1218 |  24 | 22 | 0.00000000
 1219 |  12 | 24 | 0.00000000
 1220 |  14 | 24 | 0.00000000
 1221 |  17 | 24 | 0.00000000
 1222 |  22 | 24 | 0.00000000
 1223 |  24 | 23 | 0.00000000
 1224 |   3 | 20 | 0.00000000
 1225 |  15 | 24 | 0.00000000
 1226 |  18 | 21 | 0.00000000
 1227 |   2 | 23 | 0.00000000
 1228 |  20 | 23 | 0.00000000
 1229 |   8 | 22 | 0.00000000
 1230 |  18 | 22 | 0.00000000
 1231 |  21 | 20 | 0.00000000
 1232 |  20 | 24 | 0.00000000
 1233 |  21 | 21 | 0.00000000
 1234 |   2 | 24 | 0.00000000
 1235 |   3 | 21 | 0.00000000
 1236 |  24 | 24 | 0.00000000
 1237 |  16 | 21 | 0.00000000
 1238 |   8 | 23 | 0.00000000
 1239 |  21 | 22 | 0.00000000
 1240 |   3 | 22 | 0.00000000
 1241 |   8 | 24 | 0.00000000
 1242 |  18 | 23 | 0.00000000
 1243 |  16 | 22 | 0.00000000
 1244 |   3 | 23 | 0.00000000
 1245 |  21 | 23 | 0.00000000
 1246 |   3 | 24 | 0.00000000
 1247 |  16 | 23 | 0.00000000
 1248 |  21 | 24 | 0.00000000
 1249 |  16 | 24 | 0.00000000
 1250 |  18 | 24 | 0.00000000
