335
0,7,10 17,5,19 28,1,24 45,2,20 65,9,8 74,4,18 85,9,2 94,5,22 115,7,1 122,1,14 129,8,21 137,9,15 146,5,5 151,4,3 155,2,13 157,6,4 163,5,16 168,9,12 177,6,6 183,10,0 193,5,23 198,10,7 208,5,11 213,5,9 218,1,17 
10,7,20 17,2,16 19,7,15 31,4,10 47,4,13 51,3,23 54,9,19 63,10,0 73,3,12 86,8,17 94,8,24 102,5,2 107,2,6 109,4,7 113,6,18 119,10,21 129,4,9 138,1,11 139,6,8 145,4,14 149,2,1 159,4,22 163,3,4 166,3,5 183,7,3 
0,4,3 22,10,19 35,5,23 40,7,22 47,4,20 51,1,7 54,9,21 63,1,1 64,9,10 76,8,14 124,10,2 139,3,11 162,7,8 169,1,16 170,5,24 175,8,0 183,5,4 188,2,17 190,5,6 195,8,12 203,1,15 204,10,5 218,9,9 227,5,13 232,7,18 
19,6,4 25,8,2 33,7,17 44,1,24 55,6,6 66,6,12 85,5,22 90,1,21 91,3,11 94,2,0 119,10,18 129,3,5 132,4,19 136,3,8 139,3,14 142,1,9 143,3,10 146,7,7 155,6,3 163,3,13 170,5,16 175,1,23 179,5,1 184,5,20 189,8,15 
0,4,22 4,6,1 24,9,13 33,10,4 43,3,19 46,8,8 54,1,24 63,4,14 76,3,12 134,9,2 153,4,7 161,9,18 170,4,20 176,8,23 184,7,11 195,1,6 197,1,15 198,1,9 199,4,16 214,5,5 223,10,0 233,4,3 237,7,10 244,7,21 251,2,17 
0,9,11 9,1,7 12,3,22 15,8,2 23,4,12 46,7,9 84,9,14 93,8,3 101,8,16 132,7,5 139,7,17 149,7,19 156,8,0 164,2,23 166,1,6 167,1,13 170,7,18 189,8,20 197,10,8 207,2,4 209,1,1 210,5,15 215,3,10 218,1,24 219,5,21 
7,1,18 34,5,19 65,7,23 74,10,8 85,4,24 92,6,9 105,1,6 143,6,2 149,7,17 163,1,22 164,6,10 184,9,1 193,2,14 195,1,16 203,2,12 213,4,11 224,7,21 232,7,13 239,3,7 242,3,5 245,10,4 255,9,15 264,1,20 265,1,3 266,6,0 
0,9,13 11,1,24 39,1,19 50,2,22 52,3,7 60,6,5 74,4,20 98,6,9 137,10,18 147,4,11 156,2,17 175,10,16 186,1,10 188,2,21 196,2,6 205,3,12 208,4,14 212,9,8 221,7,2 228,3,3 231,2,23 233,3,4 236,4,0 240,2,15 242,2,1 
10,9,4 19,7,7 26,9,23 35,9,24 44,9,5 53,1,10 63,3,15 96,8,0 122,6,1 149,6,2 155,4,6 160,3,17 177,9,22 186,7,16 193,1,19 221,8,8 231,2,21 233,10,9 243,1,20 244,5,13 249,2,14 251,9,3 260,10,11 270,4,12 274,8,18 
0,7,18 20,9,17 40,2,23 42,7,12 49,5,21 59,7,22 69,9,11 78,8,3 89,1,24 90,6,13 96,9,5 113,3,7 123,1,14 124,1,8 125,2,19 143,6,9 149,2,6 151,1,20 155,10,2 166,10,4 193,9,0 204,4,15 218,6,10 224,4,1 228,5,16 
0,4,1 4,6,22 10,3,18 13,3,0 39,8,13 55,8,15 63,6,11 69,7,14 76,7,16 83,2,4 94,5,17 99,9,12 109,3,6 112,6,21 118,10,5 128,6,20 134,7,23 141,8,19 149,4,24 153,9,8 162,4,9 166,5,2 171,6,3 177,9,10 186,7,7 
